id,elevator,timein,timeout,floorin,floorout
273,1,5/7/17 15:04,5/7/17 15:04,7,8
273,3,5/7/17 11:11,5/7/17 11:12,2,4
273,2,5/7/17 8:48,5/7/17 8:49,3,8
282,2,5/7/17 4:46,5/7/17 4:46,5,7
282,1,5/7/17 18:32,5/7/17 18:32,10,8
282,2,5/7/17 19:19,5/7/17 19:19,5,7
282,2,5/7/17 9:39,5/7/17 9:40,8,5
282,3,5/7/17 8:41,5/7/17 8:42,5,4
177,1,5/7/17 10:06,5/7/17 10:06,10,8
177,3,5/7/17 11:08,5/7/17 11:08,4,5
267,3,5/7/17 5:37,5/7/17 5:38,8,3
267,2,5/7/17 12:05,5/7/17 12:06,3,7
267,1,5/7/17 19:54,5/7/17 19:54,4,1
128,4,5/7/17 13:33,5/7/17 13:34,9,6
128,4,5/7/17 18:20,5/7/17 18:20,3,8
262,2,5/7/17 5:45,5/7/17 5:45,1,5
262,3,5/7/17 9:20,5/7/17 9:21,5,10
262,1,5/7/17 4:23,5/7/17 4:23,4,8
262,4,5/7/17 12:27,5/7/17 12:28,4,9
262,4,5/7/17 13:50,5/7/17 13:50,1,7
297,2,5/7/17 11:00,5/7/17 11:00,5,4
297,3,5/7/17 14:07,5/7/17 14:07,7,9
297,3,5/7/17 4:10,5/7/17 4:10,4,1
290,4,5/7/17 13:19,5/7/17 13:19,7,8
290,1,5/7/17 9:47,5/7/17 9:47,8,10
290,1,5/7/17 5:21,5/7/17 5:22,8,1
60,4,5/7/17 4:01,5/7/17 4:01,8,7
60,1,5/7/17 18:50,5/7/17 18:51,3,2
60,2,5/7/17 13:21,5/7/17 13:21,4,6
106,4,5/7/17 14:06,5/7/17 14:07,10,8
106,4,5/7/17 9:08,5/7/17 9:08,7,3
29,4,5/7/17 6:25,5/7/17 6:25,10,6
29,1,5/7/17 8:01,5/7/17 8:01,7,6
245,2,5/7/17 13:37,5/7/17 13:38,10,5
245,1,5/7/17 14:34,5/7/17 14:34,8,10
245,1,5/7/17 13:11,5/7/17 13:11,2,1
222,2,5/7/17 17:19,5/7/17 17:20,2,7
222,3,5/7/17 12:14,5/7/17 12:14,9,6
222,1,5/7/17 10:20,5/7/17 10:20,7,5
271,2,5/7/17 10:52,5/7/17 10:52,6,8
271,2,5/7/17 4:33,5/7/17 4:34,3,9
271,4,5/7/17 4:39,5/7/17 4:40,7,3
119,2,5/7/17 10:33,5/7/17 10:33,7,1
119,4,5/7/17 8:28,5/7/17 8:28,5,7
119,2,5/7/17 7:15,5/7/17 7:15,3,1
119,1,5/7/17 12:34,5/7/17 12:35,1,9
14,2,5/7/17 5:47,5/7/17 5:48,3,10
14,2,5/7/17 15:10,5/7/17 15:10,3,5
14,1,5/7/17 12:19,5/7/17 12:19,3,9
14,2,5/7/17 19:51,5/7/17 19:52,10,3
14,1,5/7/17 14:45,5/7/17 14:45,6,1
73,3,5/7/17 6:07,5/7/17 6:08,7,2
73,2,5/7/17 8:50,5/7/17 8:50,1,4
73,2,5/7/17 17:56,5/7/17 17:56,3,1
73,4,5/7/17 19:09,5/7/17 19:09,10,9
18,1,5/7/17 8:31,5/7/17 8:32,1,9
18,2,5/7/17 7:13,5/7/17 7:13,3,8
18,4,5/7/17 18:27,5/7/17 18:27,1,4
116,3,5/7/17 4:43,5/7/17 4:44,8,2
116,3,5/7/17 10:25,5/7/17 10:25,3,5
3,4,5/7/17 17:53,5/7/17 17:53,7,3
3,2,5/7/17 18:13,5/7/17 18:13,5,6
26,2,5/7/17 18:06,5/7/17 18:06,2,8
26,3,5/7/17 4:01,5/7/17 4:02,1,5
26,3,5/7/17 19:56,5/7/17 19:57,6,4
26,1,5/7/17 18:07,5/7/17 18:07,8,4
229,4,5/7/17 18:32,5/7/17 18:32,1,6
229,3,5/7/17 4:55,5/7/17 4:56,9,5
229,1,5/7/17 4:26,5/7/17 4:26,10,2
275,4,5/7/17 12:42,5/7/17 12:42,9,8
275,4,5/7/17 5:56,5/7/17 5:56,7,3
141,2,5/7/17 19:49,5/7/17 19:49,8,4
141,3,5/7/17 13:13,5/7/17 13:13,6,4
240,2,5/7/17 9:48,5/7/17 9:48,10,7
240,1,5/7/17 14:19,5/7/17 14:19,8,7
192,1,5/7/17 19:53,5/7/17 19:54,10,6
192,1,5/7/17 5:56,5/7/17 5:57,3,10
192,3,5/7/17 9:39,5/7/17 9:40,9,6
290,4,5/7/17 9:43,5/7/17 9:44,9,2
290,3,5/7/17 13:44,5/7/17 13:45,7,2
290,3,5/7/17 10:55,5/7/17 10:55,9,3
290,2,5/7/17 5:43,5/7/17 5:44,8,2
11,2,5/7/17 4:16,5/7/17 4:16,3,5
11,2,5/7/17 11:13,5/7/17 11:13,4,3
11,3,5/7/17 17:26,5/7/17 17:27,1,7
11,4,5/7/17 16:05,5/7/17 16:05,1,4
11,3,5/7/17 4:12,5/7/17 4:12,3,4
59,1,5/7/17 10:30,5/7/17 10:30,2,3
59,4,5/7/17 12:30,5/7/17 12:30,9,6
59,2,5/7/17 13:36,5/7/17 13:36,5,3
225,2,5/7/17 7:10,5/7/17 7:11,8,3
225,4,5/7/17 7:29,5/7/17 7:30,5,1
225,1,5/7/17 12:44,5/7/17 12:44,7,9
218,2,5/7/17 10:31,5/7/17 10:31,5,4
218,4,5/7/17 4:46,5/7/17 4:46,2,5
117,3,5/7/17 4:34,5/7/17 4:35,10,2
117,3,5/7/17 7:51,5/7/17 7:52,2,10
117,3,5/7/17 10:03,5/7/17 10:03,9,4
117,3,5/7/17 11:34,5/7/17 11:34,5,4
117,2,5/7/17 18:23,5/7/17 18:24,6,7
38,1,5/7/17 17:53,5/7/17 17:54,5,1
38,1,5/7/17 19:54,5/7/17 19:54,7,1
38,3,5/7/17 17:47,5/7/17 17:47,3,4
110,1,5/7/17 18:33,5/7/17 18:34,2,9
110,1,5/7/17 14:44,5/7/17 14:44,9,6
110,4,5/7/17 10:33,5/7/17 10:33,9,3
255,2,5/7/17 4:28,5/7/17 4:29,7,2
255,1,5/7/17 9:04,5/7/17 9:05,1,8
255,1,5/7/17 6:57,5/7/17 6:57,4,3
53,2,5/7/17 14:48,5/7/17 14:48,4,6
53,3,5/7/17 13:47,5/7/17 13:47,1,3
53,3,5/7/17 15:30,5/7/17 15:31,9,10
107,4,5/7/17 18:56,5/7/17 18:57,4,1
107,1,5/7/17 9:26,5/7/17 9:27,5,8
107,2,5/7/17 16:43,5/7/17 16:43,7,3
107,2,5/7/17 7:46,5/7/17 7:47,2,10
32,2,5/7/17 19:51,5/7/17 19:52,7,1
32,2,5/7/17 15:03,5/7/17 15:03,8,5
32,3,5/7/17 16:41,5/7/17 16:41,8,9
127,3,5/7/17 19:31,5/7/17 19:32,10,2
127,3,5/7/17 14:42,5/7/17 14:43,1,10
127,4,5/7/17 9:11,5/7/17 9:11,3,4
74,3,5/7/17 7:30,5/7/17 7:30,9,7
74,3,5/7/17 10:38,5/7/17 10:39,4,8
3,3,5/7/17 5:33,5/7/17 5:34,3,10
3,1,5/7/17 14:27,5/7/17 14:27,2,5
3,3,5/7/17 7:45,5/7/17 7:45,5,1
3,4,5/7/17 14:04,5/7/17 14:04,8,2
3,4,5/7/17 12:35,5/7/17 12:36,3,8
278,4,5/7/17 15:39,5/7/17 15:40,1,3
278,3,5/7/17 19:04,5/7/17 19:05,2,1
278,3,5/7/17 18:10,5/7/17 18:10,3,7
278,1,5/7/17 17:17,5/7/17 17:17,7,4
48,1,5/7/17 6:27,5/7/17 6:27,4,5
48,1,5/7/17 9:53,5/7/17 9:54,1,3
48,2,5/7/17 9:35,5/7/17 9:36,3,10
48,1,5/7/17 16:50,5/7/17 16:51,7,10
48,2,5/7/17 7:25,5/7/17 7:25,4,9
37,4,5/7/17 9:17,5/7/17 9:18,10,4
37,2,5/7/17 18:17,5/7/17 18:17,1,5
37,3,5/7/17 11:06,5/7/17 11:07,4,8
258,4,5/7/17 8:21,5/7/17 8:22,2,10
258,2,5/7/17 11:47,5/7/17 11:48,7,1
258,4,5/7/17 9:01,5/7/17 9:01,10,8
258,3,5/7/17 17:24,5/7/17 17:24,4,9
213,3,5/7/17 9:27,5/7/17 9:28,10,5
213,1,5/7/17 9:30,5/7/17 9:30,9,10
213,4,5/7/17 17:04,5/7/17 17:05,8,1
174,4,5/7/17 10:46,5/7/17 10:46,3,1
174,4,5/7/17 17:41,5/7/17 17:41,4,6
174,4,5/7/17 11:22,5/7/17 11:22,5,7
174,1,5/7/17 16:41,5/7/17 16:41,2,6
174,1,5/7/17 5:01,5/7/17 5:01,7,8
106,3,5/7/17 17:43,5/7/17 17:43,8,9
106,3,5/7/17 4:44,5/7/17 4:44,9,6
106,1,5/7/17 11:08,5/7/17 11:08,5,8
106,3,5/7/17 6:34,5/7/17 6:34,10,5
103,3,5/7/17 14:31,5/7/17 14:32,5,8
103,4,5/7/17 17:29,5/7/17 17:29,4,5
103,2,5/7/17 10:48,5/7/17 10:48,1,7
122,1,5/7/17 17:47,5/7/17 17:47,3,4
122,3,5/7/17 10:18,5/7/17 10:18,4,2
122,4,5/7/17 6:08,5/7/17 6:09,8,5
122,2,5/7/17 11:26,5/7/17 11:26,4,3
136,3,5/7/17 4:11,5/7/17 4:12,1,4
136,4,5/7/17 6:31,5/7/17 6:31,2,8
136,3,5/7/17 7:57,5/7/17 7:57,1,4
152,3,5/7/17 11:21,5/7/17 11:21,8,7
152,2,5/7/17 19:33,5/7/17 19:34,9,2
152,3,5/7/17 7:48,5/7/17 7:48,9,8
152,1,5/7/17 7:13,5/7/17 7:13,4,6
234,3,5/7/17 13:00,5/7/17 13:00,3,9
234,3,5/7/17 5:45,5/7/17 5:45,6,10
234,1,5/7/17 17:19,5/7/17 17:20,6,1
47,2,5/7/17 10:44,5/7/17 10:44,5,6
47,3,5/7/17 6:02,5/7/17 6:03,4,9
47,4,5/7/17 19:24,5/7/17 19:24,7,8
199,2,5/7/17 7:46,5/7/17 7:47,1,5
199,4,5/7/17 4:52,5/7/17 4:52,2,4
199,3,5/7/17 11:52,5/7/17 11:52,5,6
199,1,5/7/17 8:17,5/7/17 8:18,3,10
228,4,5/7/17 10:10,5/7/17 10:10,7,6
228,4,5/7/17 8:07,5/7/17 8:07,10,9
228,2,5/7/17 12:45,5/7/17 12:45,4,2
228,4,5/7/17 16:25,5/7/17 16:26,10,3
270,3,5/7/17 17:03,5/7/17 17:03,2,1
270,3,5/7/17 8:46,5/7/17 8:47,10,4
270,2,5/7/17 13:37,5/7/17 13:37,5,9
270,3,5/7/17 17:35,5/7/17 17:35,7,5
13,3,5/7/17 4:35,5/7/17 4:35,1,3
13,2,5/7/17 17:08,5/7/17 17:09,9,3
13,3,5/7/17 4:16,5/7/17 4:17,2,7
69,4,5/7/17 10:53,5/7/17 10:53,2,1
69,1,5/7/17 8:26,5/7/17 8:27,3,9
69,4,5/7/17 16:11,5/7/17 16:12,6,7
239,4,5/7/17 18:36,5/7/17 18:36,2,1
239,3,5/7/17 12:13,5/7/17 12:14,6,9
239,3,5/7/17 19:35,5/7/17 19:36,7,2
239,3,5/7/17 14:32,5/7/17 14:33,1,10
290,4,5/7/17 12:42,5/7/17 12:42,4,9
290,1,5/7/17 15:39,5/7/17 15:39,6,3
290,4,5/7/17 18:52,5/7/17 18:52,7,9
290,1,5/7/17 19:46,5/7/17 19:46,9,7
218,4,5/7/17 16:32,5/7/17 16:33,9,3
218,1,5/7/17 16:02,5/7/17 16:03,10,5
218,4,5/7/17 19:55,5/7/17 19:56,4,1
216,4,5/7/17 8:43,5/7/17 8:44,10,2
216,1,5/7/17 17:05,5/7/17 17:05,10,7
74,2,5/7/17 10:36,5/7/17 10:36,8,7
74,3,5/7/17 19:24,5/7/17 19:24,5,8
74,3,5/7/17 13:02,5/7/17 13:03,7,10
33,4,5/7/17 17:15,5/7/17 17:15,9,5
33,1,5/7/17 8:22,5/7/17 8:22,3,7
33,4,5/7/17 8:02,5/7/17 8:03,8,2
33,4,5/7/17 9:20,5/7/17 9:20,1,3
33,2,5/7/17 6:56,5/7/17 6:56,8,4
155,2,5/7/17 11:14,5/7/17 11:14,8,9
155,1,5/7/17 14:25,5/7/17 14:25,4,3
155,1,5/7/17 11:18,5/7/17 11:19,2,8
155,4,5/7/17 9:33,5/7/17 9:34,5,9
155,3,5/7/17 16:29,5/7/17 16:30,3,6
286,1,5/7/17 18:50,5/7/17 18:50,5,4
286,4,5/7/17 19:29,5/7/17 19:29,2,3
286,1,5/7/17 19:26,5/7/17 19:26,4,3
286,4,5/7/17 17:35,5/7/17 17:35,3,2
286,2,5/7/17 10:40,5/7/17 10:41,2,6
139,3,5/7/17 9:32,5/7/17 9:32,7,5
139,4,5/7/17 14:00,5/7/17 14:01,4,1
204,2,5/7/17 5:46,5/7/17 5:46,4,6
204,2,5/7/17 15:08,5/7/17 15:09,4,2
204,2,5/7/17 6:38,5/7/17 6:38,7,3
204,1,5/7/17 12:25,5/7/17 12:26,4,2
91,1,5/7/17 16:13,5/7/17 16:14,10,5
91,4,5/7/17 12:48,5/7/17 12:48,4,7
91,2,5/7/17 7:24,5/7/17 7:24,5,10
91,2,5/7/17 6:16,5/7/17 6:17,2,9
91,3,5/7/17 11:26,5/7/17 11:26,7,3
54,1,5/7/17 11:29,5/7/17 11:30,10,4
54,4,5/7/17 16:47,5/7/17 16:47,5,2
54,4,5/7/17 11:16,5/7/17 11:16,10,7
193,4,5/7/17 10:25,5/7/17 10:25,7,5
193,1,5/7/17 14:21,5/7/17 14:21,9,5
193,2,5/7/17 19:37,5/7/17 19:37,2,1
193,3,5/7/17 5:54,5/7/17 5:55,3,7
193,2,5/7/17 5:14,5/7/17 5:15,6,8
22,1,5/7/17 10:54,5/7/17 10:55,4,9
22,2,5/7/17 8:14,5/7/17 8:14,3,6
22,4,5/7/17 14:11,5/7/17 14:12,1,9
22,4,5/7/17 9:09,5/7/17 9:09,9,6
5,1,5/7/17 12:28,5/7/17 12:28,7,4
5,1,5/7/17 7:32,5/7/17 7:32,2,10
11,1,5/7/17 17:48,5/7/17 17:48,1,7
11,3,5/7/17 19:29,5/7/17 19:29,4,6
261,3,5/7/17 4:41,5/7/17 4:42,2,8
261,1,5/7/17 9:49,5/7/17 9:49,5,9
261,4,5/7/17 9:05,5/7/17 9:05,7,9
261,4,5/7/17 16:01,5/7/17 16:01,6,5
64,1,5/7/17 9:52,5/7/17 9:52,7,6
64,1,5/7/17 12:45,5/7/17 12:46,8,10
64,2,5/7/17 16:00,5/7/17 16:00,4,5
64,2,5/7/17 8:30,5/7/17 8:31,1,5
64,1,5/7/17 11:22,5/7/17 11:23,10,6
174,3,5/7/17 19:47,5/7/17 19:47,5,2
174,3,5/7/17 14:43,5/7/17 14:43,5,2
106,1,5/7/17 14:03,5/7/17 14:03,6,8
106,2,5/7/17 10:12,5/7/17 10:13,2,8
106,1,5/7/17 11:50,5/7/17 11:50,7,2
106,2,5/7/17 7:42,5/7/17 7:43,2,8
165,4,5/7/17 11:01,5/7/17 11:01,10,3
165,3,5/7/17 10:17,5/7/17 10:17,7,8
298,2,5/7/17 15:50,5/7/17 15:51,8,10
298,3,5/7/17 5:27,5/7/17 5:27,8,6
298,2,5/7/17 7:33,5/7/17 7:33,1,6
298,1,5/7/17 16:07,5/7/17 16:07,2,4
298,1,5/7/17 11:07,5/7/17 11:08,7,3
242,3,5/7/17 13:23,5/7/17 13:23,7,9
242,4,5/7/17 10:00,5/7/17 10:01,7,1
242,1,5/7/17 13:27,5/7/17 13:28,10,7
242,3,5/7/17 6:35,5/7/17 6:36,5,3
92,1,5/7/17 12:43,5/7/17 12:43,10,5
92,1,5/7/17 7:03,5/7/17 7:04,7,3
92,1,5/7/17 15:22,5/7/17 15:22,2,3
25,2,5/7/17 11:04,5/7/17 11:04,4,5
25,2,5/7/17 13:22,5/7/17 13:22,1,7
25,4,5/7/17 15:36,5/7/17 15:36,4,3
25,2,5/7/17 19:20,5/7/17 19:21,6,1
115,3,5/8/17 8:53,5/8/17 8:53,2,5
115,2,5/8/17 19:21,5/8/17 19:21,8,4
224,2,5/8/17 14:40,5/8/17 14:40,5,8
224,2,5/8/17 19:09,5/8/17 19:09,8,10
224,1,5/8/17 4:16,5/8/17 4:16,8,5
224,1,5/8/17 5:30,5/8/17 5:31,10,3
224,2,5/8/17 16:29,5/8/17 16:29,5,4
23,4,5/8/17 6:10,5/8/17 6:10,5,10
23,1,5/8/17 13:26,5/8/17 13:27,10,2
23,2,5/8/17 17:02,5/8/17 17:02,4,5
99,4,5/8/17 11:09,5/8/17 11:10,1,7
99,2,5/8/17 15:05,5/8/17 15:06,2,5
118,4,5/8/17 6:18,5/8/17 6:18,9,7
118,1,5/8/17 10:32,5/8/17 10:33,4,9
118,1,5/8/17 16:39,5/8/17 16:40,8,3
118,3,5/8/17 6:31,5/8/17 6:32,5,3
212,1,5/8/17 17:09,5/8/17 17:09,8,5
212,2,5/8/17 9:03,5/8/17 9:04,8,4
212,1,5/8/17 19:00,5/8/17 19:00,1,3
75,2,5/8/17 16:46,5/8/17 16:47,10,4
75,1,5/8/17 12:04,5/8/17 12:05,4,10
32,3,5/8/17 18:39,5/8/17 18:39,9,6
32,3,5/8/17 13:27,5/8/17 13:28,3,5
32,1,5/8/17 19:25,5/8/17 19:25,7,4
100,4,5/8/17 12:11,5/8/17 12:11,10,5
100,4,5/8/17 13:08,5/8/17 13:08,6,5
27,1,5/8/17 10:41,5/8/17 10:42,7,9
27,3,5/8/17 11:27,5/8/17 11:27,7,5
27,3,5/8/17 6:47,5/8/17 6:48,8,2
44,1,5/8/17 7:57,5/8/17 7:58,5,9
44,1,5/8/17 7:19,5/8/17 7:19,8,9
44,1,5/8/17 19:50,5/8/17 19:50,3,2
44,4,5/8/17 6:06,5/8/17 6:06,3,6
194,1,5/8/17 9:39,5/8/17 9:39,4,2
194,2,5/8/17 6:50,5/8/17 6:51,5,3
194,3,5/8/17 14:21,5/8/17 14:21,7,2
262,2,5/8/17 15:48,5/8/17 15:48,8,9
262,1,5/8/17 15:10,5/8/17 15:10,8,5
262,1,5/8/17 10:04,5/8/17 10:04,4,3
262,1,5/8/17 7:05,5/8/17 7:05,7,6
30,2,5/8/17 9:22,5/8/17 9:22,7,6
30,1,5/8/17 4:48,5/8/17 4:49,2,8
30,3,5/8/17 16:21,5/8/17 16:21,3,1
38,4,5/8/17 6:41,5/8/17 6:41,3,6
38,2,5/8/17 18:11,5/8/17 18:11,8,5
38,4,5/8/17 11:06,5/8/17 11:06,9,7
38,3,5/8/17 15:47,5/8/17 15:48,10,4
38,2,5/8/17 14:13,5/8/17 14:13,10,5
91,1,5/8/17 11:24,5/8/17 11:24,4,5
91,4,5/8/17 8:01,5/8/17 8:02,6,10
176,4,5/8/17 10:08,5/8/17 10:08,6,8
176,3,5/8/17 8:08,5/8/17 8:09,9,1
176,4,5/8/17 9:41,5/8/17 9:42,7,1
176,4,5/8/17 4:24,5/8/17 4:24,3,4
17,2,5/8/17 5:51,5/8/17 5:51,5,1
17,1,5/8/17 9:39,5/8/17 9:40,3,10
17,4,5/8/17 12:26,5/8/17 12:26,4,2
17,1,5/8/17 7:17,5/8/17 7:17,1,2
17,1,5/8/17 14:20,5/8/17 14:21,9,3
195,3,5/8/17 19:36,5/8/17 19:37,1,3
195,2,5/8/17 17:52,5/8/17 17:52,8,5
220,4,5/8/17 7:17,5/8/17 7:18,10,7
220,4,5/8/17 16:12,5/8/17 16:12,6,4
220,1,5/8/17 14:12,5/8/17 14:13,1,8
220,4,5/8/17 16:31,5/8/17 16:33,10,1
220,3,5/8/17 10:01,5/8/17 10:01,2,3
279,3,5/8/17 7:57,5/8/17 7:58,7,8
279,3,5/8/17 19:51,5/8/17 19:52,2,9
279,1,5/8/17 9:01,5/8/17 9:02,4,7
279,2,5/8/17 18:19,5/8/17 18:20,4,2
279,4,5/8/17 7:56,5/8/17 7:57,7,5
90,3,5/8/17 4:34,5/8/17 4:35,5,2
90,2,5/8/17 12:09,5/8/17 12:10,8,3
90,2,5/8/17 11:20,5/8/17 11:21,9,3
90,3,5/8/17 18:33,5/8/17 18:33,6,8
279,1,5/8/17 16:24,5/8/17 16:24,7,9
279,1,5/8/17 5:19,5/8/17 5:19,8,7
279,2,5/8/17 12:07,5/8/17 12:08,10,7
45,4,5/8/17 4:52,5/8/17 4:52,6,4
45,4,5/8/17 13:55,5/8/17 13:56,3,7
45,3,5/8/17 10:41,5/8/17 10:42,1,10
45,4,5/8/17 18:55,5/8/17 18:55,4,8
251,1,5/8/17 15:50,5/8/17 15:51,10,3
251,1,5/8/17 14:40,5/8/17 14:40,7,8
46,4,5/8/17 19:55,5/8/17 19:55,6,9
46,1,5/8/17 10:56,5/8/17 10:56,7,9
46,2,5/8/17 9:33,5/8/17 9:34,9,4
50,3,5/8/17 4:41,5/8/17 4:41,8,10
50,1,5/8/17 13:44,5/8/17 13:44,9,7
50,1,5/8/17 16:54,5/8/17 16:55,8,3
50,2,5/8/17 9:28,5/8/17 9:28,10,9
50,3,5/8/17 13:24,5/8/17 13:24,3,4
64,2,5/8/17 6:56,5/8/17 6:57,1,7
64,4,5/8/17 6:41,5/8/17 6:42,9,2
64,1,5/8/17 10:21,5/8/17 10:22,4,8
90,3,5/8/17 7:19,5/8/17 7:20,10,2
90,2,5/8/17 14:42,5/8/17 14:42,10,7
244,4,5/8/17 16:33,5/8/17 16:35,2,10
244,3,5/8/17 18:07,5/8/17 18:08,10,2
244,1,5/8/17 10:06,5/8/17 10:06,8,2
149,2,5/8/17 14:48,5/8/17 14:48,5,7
149,2,5/8/17 5:38,5/8/17 5:38,1,4
149,1,5/8/17 17:32,5/8/17 17:33,6,1
63,1,5/8/17 5:44,5/8/17 5:44,6,4
63,3,5/8/17 15:08,5/8/17 15:08,10,7
63,4,5/8/17 12:15,5/8/17 12:15,2,3
63,4,5/8/17 9:13,5/8/17 9:13,4,9
50,4,5/8/17 9:52,5/8/17 9:52,9,5
50,2,5/8/17 7:41,5/8/17 7:42,7,5
291,4,5/8/17 12:43,5/8/17 12:44,9,7
291,4,5/8/17 16:07,5/8/17 16:08,9,2
39,3,5/8/17 9:18,5/8/17 9:19,8,2
39,3,5/8/17 5:11,5/8/17 5:11,1,3
55,4,5/8/17 9:26,5/8/17 9:26,10,9
55,2,5/8/17 18:24,5/8/17 18:24,4,8
55,4,5/8/17 19:21,5/8/17 19:21,4,5
55,1,5/8/17 14:52,5/8/17 14:52,2,3
270,3,5/8/17 12:29,5/8/17 12:29,3,5
270,1,5/8/17 16:27,5/8/17 16:28,9,4
270,4,5/8/17 5:25,5/8/17 5:26,10,4
270,1,5/8/17 19:15,5/8/17 19:16,9,2
88,3,5/8/17 19:27,5/8/17 19:27,6,9
88,4,5/8/17 16:46,5/8/17 16:46,10,8
88,4,5/8/17 13:42,5/8/17 13:43,1,10
88,4,5/8/17 9:46,5/8/17 9:46,7,5
201,2,5/8/17 14:17,5/8/17 14:18,10,4
201,4,5/8/17 11:30,5/8/17 11:31,1,7
201,2,5/8/17 10:49,5/8/17 10:50,1,9
201,4,5/8/17 8:37,5/8/17 8:38,5,1
201,3,5/8/17 19:50,5/8/17 19:50,8,6
298,4,5/8/17 17:32,5/8/17 17:33,9,10
298,1,5/8/17 6:09,5/8/17 6:09,7,1
135,4,5/8/17 18:29,5/8/17 18:29,6,10
135,1,5/8/17 4:32,5/8/17 4:32,6,9
247,4,5/8/17 11:12,5/8/17 11:12,1,2
247,2,5/8/17 9:57,5/8/17 9:57,3,5
59,1,5/8/17 18:17,5/8/17 18:18,9,3
59,3,5/8/17 7:39,5/8/17 7:39,8,6
59,1,5/8/17 11:26,5/8/17 11:26,3,4
59,3,5/8/17 8:45,5/8/17 8:45,8,9
59,4,5/8/17 4:01,5/8/17 4:01,9,1
294,1,5/8/17 18:43,5/8/17 18:44,10,1
294,2,5/8/17 14:08,5/8/17 14:08,8,10
294,3,5/8/17 14:37,5/8/17 14:38,3,6
217,2,5/8/17 18:17,5/8/17 18:18,2,7
217,3,5/8/17 6:30,5/8/17 6:30,7,4
217,1,5/8/17 9:27,5/8/17 9:27,2,7
125,1,5/8/17 9:10,5/8/17 9:11,4,10
125,3,5/8/17 15:46,5/8/17 15:46,7,6
125,1,5/8/17 6:02,5/8/17 6:02,6,10
125,3,5/8/17 9:33,5/8/17 9:33,3,6
125,1,5/8/17 8:43,5/8/17 8:44,8,2
175,3,5/8/17 15:53,5/8/17 15:54,8,3
175,3,5/8/17 11:32,5/8/17 11:32,7,8
175,1,5/8/17 17:15,5/8/17 17:15,7,10
175,2,5/8/17 4:57,5/8/17 4:57,2,6
279,3,5/8/17 12:39,5/8/17 12:39,2,3
279,3,5/8/17 6:34,5/8/17 6:35,1,4
279,1,5/8/17 18:26,5/8/17 18:26,3,4
279,2,5/8/17 5:22,5/8/17 5:22,1,2
279,3,5/8/17 8:28,5/8/17 8:28,10,9
224,1,5/8/17 5:22,5/8/17 5:22,6,5
224,1,5/8/17 5:12,5/8/17 5:12,2,1
224,4,5/8/17 18:52,5/8/17 18:52,3,2
224,2,5/8/17 4:31,5/8/17 4:31,5,3
66,4,5/8/17 11:31,5/8/17 11:32,9,3
66,4,5/8/17 11:38,5/8/17 11:39,5,6
66,4,5/8/17 8:37,5/8/17 8:38,1,10
66,4,5/8/17 6:21,5/8/17 6:21,3,2
34,3,5/8/17 13:17,5/8/17 13:17,2,3
34,2,5/8/17 14:22,5/8/17 14:23,9,3
34,3,5/8/17 17:31,5/8/17 17:31,9,8
0,2,5/8/17 19:36,5/8/17 19:36,3,7
0,1,5/8/17 10:16,5/8/17 10:16,4,6
0,2,5/8/17 8:15,5/8/17 8:15,7,1
0,4,5/8/17 18:14,5/8/17 18:15,1,10
164,4,5/8/17 7:16,5/8/17 7:17,9,4
164,1,5/8/17 10:01,5/8/17 10:02,10,2
297,4,5/8/17 9:43,5/8/17 9:44,9,1
297,4,5/8/17 10:12,5/8/17 10:13,8,1
218,4,5/8/17 10:39,5/8/17 10:40,9,2
218,4,5/8/17 13:25,5/8/17 13:26,7,2
218,1,5/8/17 17:33,5/8/17 17:33,7,9
218,2,5/8/17 18:01,5/8/17 18:01,6,9
48,1,5/8/17 12:08,5/8/17 12:08,6,1
48,4,5/8/17 14:26,5/8/17 14:27,2,6
265,3,5/8/17 7:32,5/8/17 7:32,9,6
265,3,5/8/17 10:09,5/8/17 10:10,4,7
265,3,5/8/17 13:20,5/8/17 13:20,3,9
265,4,5/8/17 16:47,5/8/17 16:48,6,5
129,2,5/8/17 16:48,5/8/17 16:49,8,2
129,2,5/8/17 17:01,5/8/17 17:01,9,10
129,1,5/8/17 5:50,5/8/17 5:50,10,6
129,4,5/8/17 18:31,5/8/17 18:31,2,8
224,3,5/8/17 4:50,5/8/17 4:50,7,2
224,2,5/8/17 18:09,5/8/17 18:09,5,6
219,2,5/8/17 12:22,5/8/17 12:22,7,5
219,3,5/8/17 13:46,5/8/17 13:46,4,10
219,1,5/8/17 14:35,5/8/17 14:35,6,4
219,3,5/8/17 10:37,5/8/17 10:38,6,1
60,3,5/8/17 14:43,5/8/17 14:44,1,9
60,4,5/8/17 9:20,5/8/17 9:20,4,2
60,1,5/8/17 5:46,5/8/17 5:47,1,7
60,2,5/8/17 16:22,5/8/17 16:22,4,2
60,2,5/8/17 12:28,5/8/17 12:28,10,3
45,2,5/8/17 15:26,5/8/17 15:26,8,10
45,1,5/8/17 11:31,5/8/17 11:31,9,5
45,3,5/8/17 6:43,5/8/17 6:44,2,4
170,2,5/8/17 7:10,5/8/17 7:10,8,2
170,1,5/8/17 9:49,5/8/17 9:50,2,8
170,3,5/8/17 8:25,5/8/17 8:25,8,6
170,3,5/8/17 6:43,5/8/17 6:43,2,6
198,3,5/8/17 10:27,5/8/17 10:27,10,4
